Line,Shift,Timestamps,AY,Units Produced,Units Planned,Units Lost,Downtime,Planned Time,Run- time,Repairs,CAL,Bussiness Date,Grupo
LN04,1,2022-04-20 13:00:00,100.0 %,110,70,0,7.12,0,52.88,5,0,20-abril-22,D1
LN04,1,2022-04-20 14:00:00,72.86 %,51,70,19,40.1,0,19.9,3,0,20-abril-22,D1
LN04,1,2022-04-20 15:00:00,0.0 %,0,70,70,60,0,0,0,0,20-abril-22,D1
LN04,1,2022-04-20 16:00:00,17.24 %,10,58,48,40.45,10,9.55,0,0,20-abril-22,D1
LN04,1,2022-04-20 17:00:00,100.0 %,110,65,0,0.9,0,54.1,0,0,20-abril-22,D1
LN01,1,2022-04-21 06:00:00,100.0 %,69,39,0,5.4,0,49,0,0,21-abril-22,A1
LN01,1,2022-04-21 07:00:00,100.0 %,46,36,0,14.18,9.72,36.1,0,0,21-abril-22,A1
LN01,1,2022-04-21 08:00:00,100.0 %,63,44,0,10.52,0.28,49.2,0,0,21-abril-22,A1
LN01,1,2022-04-21 09:00:00,100.0 %,59,45,0,14.52,0,45.48,0,0,21-abril-22,A1
LN01,1,2022-04-21 10:00:00,100.0 %,65,45,0,6.63,0,53.37,0,0,21-abril-22,A1
LN01,1,2022-04-21 11:00:00,100.0 %,33,22,0,3.7,29.93,26.37,0,0,21-abril-22,A1
LN01,1,2022-04-21 12:00:00,100.0 %,55,45,0,19.55,0.08,40.37,0,0,21-abril-22,A1
LN01,1,2022-04-21 13:00:00,100.0 %,56,45,0,10.65,0,49.35,0,0,21-abril-22,A1
LN01,1,2022-04-21 14:00:00,100.0 %,60,45,0,12.05,0,47.95,0,0,21-abril-22,A1
LN01,1,2022-04-21 15:00:00,100.0 %,49,37,0,10.5,9.8,39.7,0,0,21-abril-22,A1
LN01,1,2022-04-21 16:00:00,100.0 %,48,45,0,19.38,0.2,40.42,0,0,21-abril-22,A1
LN01,1,2022-04-21 17:00:00,100.0 %,42,33,0,13.4,0,31.62,0,0,21-abril-22,A1
LN01,2,2022-04-21 18:00:00,86.76 %,59,68,9,13.6,0,39.97,0,0,21-abril-22,A2
LN01,2,2022-04-21 19:00:00,100.0 %,66,62,0,8.27,9.82,41.92,0,0,21-abril-22,A2
LN01,2,2022-04-21 20:00:00,95.95 %,71,74,3,7.88,0.18,51.93,0,0,21-abril-22,A2
LN01,2,2022-04-21 21:00:00,100.0 %,77,67,0,11.2,0,48.8,0,0,21-abril-22,A2
LN01,2,2022-04-21 22:00:00,100.0 %,67,67,0,11.7,0,48.3,0,0,21-abril-22,A2
LN01,2,2022-04-21 23:00:00,92.54 %,62,67,5,13.5,0,46.5,0,0,21-abril-22,A2
LN01,2,2022-04-22 00:00:00,0 %,0,0,0,0.2,59.8,0,0,0,21-abril-22,A2
LN01,2,2022-04-22 01:00:00,100.0 %,72,67,0,6.23,0.2,53.57,0,0,21-abril-22,A2
LN01,2,2022-04-22 02:00:00,86.57 %,58,67,9,15.55,0,44.45,0,0,21-abril-22,A2
LN01,2,2022-04-22 03:00:00,100.0 %,58,56,0,5.95,9.57,44.48,0,0,21-abril-22,A2
LN01,2,2022-04-22 04:00:00,100.0 %,77,66,0,3.53,0.43,56.03,0,0,21-abril-22,A2
LN01,2,2022-04-22 05:00:00,100.0 %,57,50,0,2.83,0,42.18,0,0,21-abril-22,A2
LN02,1,2022-04-21 06:00:00,97.37 %,111,114,3,2.45,0,51.18,0,0,21-abril-22,B1
LN02,1,2022-04-21 07:00:00,9.6 %,12,125,113,55.37,0,4.63,0,0,21-abril-22,B1
LN02,1,2022-04-21 08:00:00,100.0 %,106,104,0,3.57,9.95,46.48,0,0,21-abril-22,B1
LN02,1,2022-04-21 09:00:00,100.0 %,125,125,0,1.9,0,58.1,0,0,21-abril-22,B1
LN02,1,2022-04-21 10:00:00,100.0 %,65,63,0,0,29.93,30.07,0,0,21-abril-22,B1
LN02,1,2022-04-21 11:00:00,100.0 %,129,125,0,3.85,0,56.15,0,0,21-abril-22,B1
LN02,1,2022-04-21 12:00:00,100.0 %,130,125,0,4.17,0,55.83,0,0,21-abril-22,B1
LN02,1,2022-04-21 13:00:00,99.2 %,124,125,1,6.08,0.13,53.78,0,0,21-abril-22,B1
LN02,1,2022-04-21 14:00:00,88.46 %,92,104,12,6.35,9.85,43.8,0,0,21-abril-22,B1
LN02,1,2022-04-21 15:00:00,100.0 %,127,126,0,5.13,0,54.87,0,0,21-abril-22,B1
LN02,1,2022-04-21 16:00:00,100.0 %,126,125,0,3.77,0,56.23,0,0,21-abril-22,B1
LN02,1,2022-04-21 17:00:00,97.6 %,122,125,3,5.2,0,54.8,0,0,21-abril-22,B1
LN02,2,2022-04-21 18:00:00,95.61 %,109,114,5,1.8,0,51.3,0,0,21-abril-22,B2
LN02,2,2022-04-21 19:00:00,100.0 %,107,104,0,2.1,9.92,47.98,0,0,21-abril-22,B2
LN02,2,2022-04-21 20:00:00,98.4 %,123,125,2,2,0,58,0,0,21-abril-22,B2
LN02,2,2022-04-21 21:00:00,100.0 %,126,125,0,1.53,0,58.47,0,0,21-abril-22,B2
LN02,2,2022-04-21 22:00:00,100.0 %,65,63,0,0,29.73,30.27,0,0,21-abril-22,B2
LN02,2,2022-04-21 23:00:00,81.97 %,50,61,11,5.3,30.68,24.02,0,0,21-abril-22,B2
LN02,2,2022-04-22 00:00:00,99.21 %,125,126,1,0.52,0,59.48,0,0,21-abril-22,B2
LN02,2,2022-04-22 01:00:00,100.0 %,127,125,0,0.65,0,59.35,0,0,21-abril-22,B2
LN02,2,2022-04-22 02:00:00,84.47 %,87,103,16,11.32,10.3,38.38,0,0,21-abril-22,B2
LN02,2,2022-04-22 03:00:00,84.0 %,105,125,20,10.75,0,49.25,0,0,21-abril-22,B2
LN02,2,2022-04-22 04:00:00,83.2 %,104,125,21,12.58,0,47.42,0,0,21-abril-22,B2
LN02,2,2022-04-22 05:00:00,92.8 %,116,125,9,9,0,51,0,0,21-abril-22,B2
LN03,1,2022-04-21 6:00:00,0.0 %,0,83,83,53.42,0,0,0,0,21-abril-22,C1
LN03,1,2022-04-21 7:00:00,2.2 %,2,91,89,57.75,0,2.25,0,0,21-abril-22,C1
LN03,1,2022-04-21 8:00:00,0.0 %,0,91,91,60,0,0,0,0,21-abril-22,C1
LN03,1,2022-04-21 9:00:00,0.0 %,0,91,91,58.28,0,1.72,0,0,21-abril-22,C1
LN03,1,2022-04-21 10:00:00,28.57 %,24,84,60,33.82,4.98,21.2,0,0,21-abril-22,C1
LN03,1,2022-04-21 11:00:00,44.74 %,17,38,21,19.3,35.02,5.68,0,0,21-abril-22,C1
LN03,1,2022-04-21 12:00:00,89.01 %,81,91,10,8.5,0,51.5,0,0,21-abril-22,C1
LN03,1,2022-04-21 13:00:00,100.0 %,99,91,0,2.97,0,57.03,0,0,21-abril-22,C1
LN03,1,2022-04-21 14:00:00,98.91 %,91,92,1,10.08,0,49.92,0,0,21-abril-22,C1
LN03,1,2022-04-21 15:00:00,100.0 %,77,76,0,7.42,9.98,42.6,0,0,21-abril-22,C1
LN03,1,2022-04-21 16:00:00,100.0 %,100,91,0,8.43,0,51.57,0,0,21-abril-22,C1
LN03,1,2022-04-21 17:00:00,93.42 %,71,76,5,9.02,0,41,0,0,21-abril-22,C1
LN03,2,2022-04-21 18:00:00,68.6 %,59,86,27,19.88,0,33.2,0,0,21-abril-22,C2
LN03,2,2022-04-21 19:00:00,59.57 %,56,94,38,32.32,0,27.68,0,0,21-abril-22,C2
LN03,2,2022-04-21 20:00:00,58.97 %,46,78,32,26.47,10,23.53,0,0,21-abril-22,C2
LN03,2,2022-04-21 21:00:00,87.23 %,82,94,12,12.1,0,47.9,0,0,21-abril-22,C2
LN03,2,2022-04-21 22:00:00,100.0 %,94,94,0,9.12,0,50.88,0,0,21-abril-22,C2
LN03,2,2022-04-21 23:00:00,100.0 %,34,33,0,0.55,39.3,20.15,0,0,21-abril-22,C2
LN03,2,2022-04-22 0:00:00,98.36 %,60,61,1,8.78,20.7,30.52,0,0,21-abril-22,C2
LN03,2,2022-04-22 1:00:00,85.11 %,80,94,14,19.47,0,40.53,0,0,21-abril-22,C2
LN03,2,2022-04-22 2:00:00,80.85 %,76,94,18,15.67,0,44.33,0,0,21-abril-22,C2
LN03,2,2022-04-22 3:00:00,100.0 %,61,61,0,12.65,21.42,25.93,0,0,21-abril-22,C2
LN03,2,2022-04-22 4:00:00,100.0 %,50,19,0,0.48,48,11.52,0,0,21-abril-22,C2
LN03,2,2022-04-22 5:00:00,100.0 %,79,78,0,12.13,0,37.88,0,0,21-abril-22,C2
LN04,1,2022-04-21 6:00:00,95.31 %,61,64,3,19.58,0,34.95,1,0,21-abril-22,D1
LN04,1,2022-04-21 7:00:00,100.0 %,101,70,0,1.6,0,58.4,1,0,21-abril-22,D1
LN04,1,2022-04-21 8:00:00,100.0 %,126,98,0,3.55,0,56.45,1,0,21-abril-22,D1
LN04,1,2022-04-21 9:00:00,100.0 %,112,97,0,9.18,0.15,50.67,4,0,21-abril-22,D1
LN04,1,2022-04-21 10:00:00,100.0 %,54,48,0,9.83,29.85,20.32,0,0,21-abril-22,D1
LN04,1,2022-04-21 11:00:00,100.0 %,99,96,0,13.65,0.8,45.55,1,0,21-abril-22,D1
LN04,1,2022-04-21 12:00:00,100.0 %,87,83,0,8.63,9.2,42.17,1,0,21-abril-22,D1
LN04,1,2022-04-21 13:00:00,75.26 %,73,97,24,29.45,0,30.55,2,0,21-abril-22,D1
LN04,1,2022-04-21 14:00:00,82.47 %,80,97,17,18.88,0,41.12,0,0,21-abril-22,D1
LN04,1,2022-04-21 15:00:00,74.23 %,72,97,25,26.47,0.75,32.78,1,0,21-abril-22,D1
LN04,1,2022-04-21 16:00:00,75.61 %,62,82,20,22.4,9.25,28.35,1,0,21-abril-22,D1
LN04,1,2022-04-21 17:00:00,79.78 %,71,89,18,22.78,0,32.23,1,0,21-abril-22,D1
LN04,2,2022-04-21 18:00:00,100.0 %,72,67,0,22.38,0,32.18,0,0,21-abril-22,D2
LN04,2,2022-04-21 19:00:00,89.04 %,65,73,8,27.13,0,32.87,2,0,21-abril-22,D2
LN04,2,2022-04-21 20:00:00,100.0 %,80,61,0,4.3,10,45.7,0,0,21-abril-22,D2
LN04,2,2022-04-21 21:00:00,100.0 %,55,39,0,0.98,27.78,31.23,0,0,21-abril-22,D2
LN04,2,2022-04-21 22:00:00,100.0 %,40,34,0,5.08,32.2,22.72,0,0,21-abril-22,D2
LN04,2,2022-04-21 23:00:00,100.0 %,100,74,0,20.23,0,39.77,0,0,21-abril-22,D2
LN04,2,2022-04-22 0:00:00,100.0 %,13,2,0,1.18,58.47,0.35,0,0,21-abril-22,D2
LN04,2,2022-04-22 1:00:00,0.0 %,0,71,71,58.28,1.53,0.18,0,0,21-abril-22,D2
LN04,2,2022-04-22 2:00:00,0.0 %,0,73,73,60,0,0,0,0,21-abril-22,D2
LN04,2,2022-04-22 3:00:00,0.0 %,0,61,61,49.53,10,0.47,0,0,21-abril-22,D2
LN04,2,2022-04-22 4:00:00,0.0 %,0,74,74,60,0,0,0,0,21-abril-22,D2
LN04,2,2022-04-22 5:00:00,0.0 %,0,67,67,55.05,0,0,0,0,21-abril-22,D2
LN01,1,2022-04-22 6:00:00,100.0 %,65,40,0,6.83,0,47.05,0,0,22-abril-22,A1
LN01,1,2022-04-22 7:00:00,100.0 %,50,38,0,7.22,9.85,42.93,0,0,22-abril-22,A1
LN01,1,2022-04-22 8:00:00,100.0 %,70,45,0,9.45,0.15,50.4,0,0,22-abril-22,A1
LN01,1,2022-04-22 9:00:00,97.73 %,43,44,1,21.37,0,38.63,0,0,22-abril-22,A1
LN01,1,2022-04-22 10:00:00,37.78 %,17,45,28,45.68,0,14.32,0,0,22-abril-22,A1
LN01,1,2022-04-22 11:00:00,100.0 %,34,23,0,0.45,29.65,29.9,0,0,22-abril-22,A1
LN01,1,2022-04-22 12:00:00,100.0 %,65,44,0,4.17,0.37,55.47,0,0,22-abril-22,A1
LN01,1,2022-04-22 13:00:00,100.0 %,68,45,0,2.02,0,57.98,0,0,22-abril-22,A1
LN01,1,2022-04-22 14:00:00,100.0 %,59,45,0,14.25,0,45.75,0,0,22-abril-22,A1
LN01,1,2022-04-22 15:00:00,100.0 %,58,37,0,2.55,9.82,47.63,1,0,22-abril-22,A1
LN01,1,2022-04-22 16:00:00,100.0 %,63,45,0,10.17,0.18,49.65,0,0,22-abril-22,A1
LN01,1,2022-04-22 17:00:00,87.88 %,29,33,4,19.52,0,25.5,0,0,22-abril-22,A1
LN01,2,2022-04-22 18:00:00,0.0 %,0,54,54,53.8,0,0,0,0,22-abril-22,A2
LN01,2,2022-04-22 19:00:00,100.0 %,65,51,0,7.82,8.62,43.57,0,0,22-abril-22,A2
LN01,2,2022-04-22 20:00:00,96.61 %,57,59,2,15.73,1.38,42.88,0,0,22-abril-22,A2
LN01,2,2022-04-22 21:00:00,86.67 %,52,60,8,22.58,0,37.42,0,0,22-abril-22,A2
LN01,2,2022-04-22 22:00:00,0.0 %,0,59,59,60,0,0,0,0,22-abril-22,A2
LN01,2,2022-04-22 23:00:00,100.0 %,70,60,0,7.25,0,52.75,0,0,22-abril-22,A2
LN01,2,2022-04-23 0:00:00,0 %,0,0,0,0,59.95,0.05,0,0,22-abril-22,A2
LN01,2,2022-04-23 1:00:00,86.67 %,52,60,8,22.45,0.05,37.5,0,0,22-abril-22,A2
LN01,2,2022-04-23 2:00:00,98.33 %,59,60,1,0.37,0,59.63,0,0,22-abril-22,A2
LN01,2,2022-04-23 3:00:00,100.0 %,51,50,0,1.03,9.82,49.15,0,0,22-abril-22,A2
LN01,2,2022-04-23 4:00:00,33.9 %,20,59,39,42.13,0.2,17.67,0,0,22-abril-22,A2
LN01,2,2022-04-23 5:00:00,88.89 %,40,45,5,6.73,0,38.28,0,0,22-abril-22,A2
LN02,1,2022-04-22 6:00:00,79.82 %,91,114,23,6.72,0,46.9,0,0,22-abril-22,B1
LN02,1,2022-04-22 7:00:00,92.31 %,96,104,8,7.4,9.97,42.63,0,0,22-abril-22,B1
LN02,1,2022-04-22 8:00:00,100.0 %,129,125,0,1.58,0,58.42,0,0,22-abril-22,B1
LN02,1,2022-04-22 9:00:00,89.6 %,112,125,13,9,0,51,0,0,22-abril-22,B1
LN02,1,2022-04-22 10:00:00,38.1 %,24,63,39,19.88,29.95,10.17,0,0,22-abril-22,B1
LN02,1,2022-04-22 11:00:00,24.0 %,30,125,95,45.3,0,14.7,0,0,22-abril-22,B1
LN02,1,2022-04-22 12:00:00,100.0 %,129,125,0,1,0,59,0,0,22-abril-22,B1
LN02,1,2022-04-22 13:00:00,100.0 %,129,125,0,1.55,0,58.45,0,0,22-abril-22,B1
LN02,1,2022-04-22 14:00:00,100.0 %,127,125,0,4.15,0.12,55.73,0,0,22-abril-22,B1
LN02,1,2022-04-22 15:00:00,100.0 %,109,105,0,2.55,9.85,47.6,9,0,22-abril-22,B1
LN02,1,2022-04-22 16:00:00,100.0 %,127,125,0,0.9,0,59.1,9,0,22-abril-22,B1
LN02,1,2022-04-22 17:00:00,98.4 %,123,125,2,0.97,0,59.03,3,0,22-abril-22,B1
LN02,2,2022-04-22 18:00:00,97.85 %,91,93,2,2.72,10,41.13,1,0,22-abril-22,B2
LN02,2,2022-04-22 19:00:00,95.2 %,119,125,6,6.57,0,53.43,4,0,22-abril-22,B2
LN02,2,2022-04-22 20:00:00,40.8 %,51,125,74,36.68,0,23.32,1,0,22-abril-22,B2
LN02,2,2022-04-22 21:00:00,49.21 %,31,63,32,15.87,30.02,14.12,0,0,22-abril-22,B2
LN02,2,2022-04-22 22:00:00,83.87 %,52,62,10,7.85,30,22.15,0,0,22-abril-22,B2
LN02,2,2022-04-22 23:00:00,97.6 %,122,125,3,2.25,0,57.75,7,0,22-abril-22,B2
LN02,2,2022-04-23 0:00:00,100.0 %,132,125,0,0.73,0,59.27,1,0,22-abril-22,B2
LN02,2,2022-04-23 1:00:00,100.0 %,125,125,0,5.15,0,54.85,0,0,22-abril-22,B2
LN02,2,2022-04-23 2:00:00,72.0 %,90,125,35,19.02,0,40.98,1,0,22-abril-22,B2
LN02,2,2022-04-23 3:00:00,100.0 %,107,104,0,2.55,10,47.45,7,0,22-abril-22,B2
LN02,2,2022-04-23 4:00:00,99.2 %,124,125,1,1.1,0,58.9,3,0,22-abril-22,B2
LN02,2,2022-04-23 5:00:00,100.0 %,132,125,0,0.82,0,59.18,0,0,22-abril-22,B2
LN03,1,2022-04-22 6:00:00,84.34 %,70,83,13,18.38,0,35.7,0,0,22-abril-22,C1
LN03,1,2022-04-22 7:00:00,61.54 %,56,91,35,23.27,0,36.73,0,0,22-abril-22,C1
LN03,1,2022-04-22 8:00:00,100.0 %,83,76,0,10.22,10,39.78,0,0,22-abril-22,C1
LN03,1,2022-04-22 9:00:00,96.7 %,88,91,3,10.05,0,49.95,0,0,22-abril-22,C1
LN03,1,2022-04-22 10:00:00,80.95 %,68,84,16,19.53,4.82,35.65,0,0,22-abril-22,C1
LN03,1,2022-04-22 11:00:00,100.0 %,44,38,0,1.7,35.03,23.27,0,0,22-abril-22,C1
LN03,1,2022-04-22 12:00:00,28.57 %,26,91,65,47.12,0,12.88,0,0,22-abril-22,C1
LN03,1,2022-04-22 13:00:00,100.0 %,91,91,0,14.43,0,45.57,0,0,22-abril-22,C1
LN03,1,2022-04-22 14:00:00,64.84 %,59,91,32,29,0,31,0,0,22-abril-22,C1
LN03,1,2022-04-22 15:00:00,100.0 %,81,77,0,9.55,9.95,40.5,0,0,22-abril-22,C1
LN03,1,2022-04-22 16:00:00,81.32 %,74,91,17,17.1,0,42.9,0,0,22-abril-22,C1
LN03,1,2022-04-22 17:00:00,78.95 %,60,76,16,24.27,0,25.77,0,0,22-abril-22,C1
LN03,2,2022-04-22 18:00:00,12.79 %,11,86,75,44.6,0,9.18,0,0,22-abril-22,C2
LN03,2,2022-04-22 19:00:00,67.02 %,63,94,31,26.47,0,33.53,0,0,22-abril-22,C2
LN03,2,2022-04-22 20:00:00,67.95 %,53,78,25,24.77,10,25.23,0,0,22-abril-22,C2
LN03,2,2022-04-22 21:00:00,51.06 %,48,94,46,27.23,0,32.77,0,0,22-abril-22,C2
LN03,2,2022-04-22 22:00:00,72.34 %,68,94,26,18.17,0,41.83,0,0,22-abril-22,C2
LN03,2,2022-04-22 23:00:00,59.57 %,28,47,19,8.98,29.9,21.12,0,0,22-abril-22,C2
LN03,2,2022-04-23 0:00:00,82.98 %,39,47,8,5.28,30.1,24.62,27,0,22-abril-22,C2
LN03,2,2022-04-23 1:00:00,79.79 %,75,94,19,11.4,0,48.6,0,0,22-abril-22,C2
LN03,2,2022-04-23 2:00:00,74.47 %,70,94,24,16.28,0,43.72,0,0,22-abril-22,C2
LN03,2,2022-04-23 3:00:00,94.94 %,75,79,4,5.95,10.02,44.03,0,0,22-abril-22,C2
LN03,2,2022-04-23 4:00:00,86.17 %,81,94,13,17.65,0,42.35,0,0,22-abril-22,C2
LN03,2,2022-04-23 5:00:00,79.49 %,62,78,16,16.27,0,33.75,0,0,22-abril-22,C2
LN04,1,2022-04-22 6:00:00,0 %,0,0,0,54.3,0,0.27,0,0,22-abril-22,D1
LN04,1,2022-04-22 7:00:00,0.0 %,0,18,18,60,0,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 8:00:00,0.0 %,0,70,70,60,0,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 9:00:00,0.0 %,0,69,69,59.12,0.88,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 10:00:00,0.0 %,0,36,36,30.9,29.1,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 11:00:00,0.0 %,0,70,70,60,0,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 12:00:00,0.0 %,0,59,59,50,10,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 13:00:00,12.86 %,9,70,61,29.65,0,30.35,0,0,22-abril-22,D1
LN04,1,2022-04-22 14:00:00,0.0 %,0,69,69,60,0,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 15:00:00,0.0 %,0,71,71,60,0,0,0,0,22-abril-22,D1
LN04,1,2022-04-22 16:00:00,85.0 %,51,60,9,16.78,8.58,34.63,0,0,22-abril-22,D1
LN04,1,2022-04-22 17:00:00,100.0 %,80,64,0,0.37,0,54.67,0,0,22-abril-22,D1
LN04,2,2022-04-22 18:00:00,100.0 %,67,67,0,7.05,0,47.33,2,0,22-abril-22,D2
LN04,2,2022-04-22 19:00:00,100.0 %,82,73,0,0.52,0,59.48,0,0,22-abril-22,D2
LN04,2,2022-04-22 20:00:00,100.0 %,63,61,0,9.88,10.02,40.1,0,0,22-abril-22,D2
LN04,2,2022-04-22 21:00:00,98.63 %,72,73,1,7.63,0,52.37,0,0,22-abril-22,D2
LN04,2,2022-04-22 22:00:00,91.89 %,34,37,3,9.12,29.93,20.95,0,0,22-abril-22,D2
LN04,2,2022-04-22 23:00:00,86.49 %,32,37,5,2.87,30.07,27.07,1,0,22-abril-22,D2
LN04,2,2022-04-23 0:00:00,100.0 %,84,73,0,6.68,0,53.32,0,0,22-abril-22,D2
LN04,2,2022-04-23 1:00:00,94.52 %,69,73,4,4.62,0,55.38,0,0,22-abril-22,D2
LN04,2,2022-04-23 2:00:00,98.65 %,73,74,1,7.38,0,52.62,0,0,22-abril-22,D2
LN04,2,2022-04-23 3:00:00,100.0 %,62,61,0,2.4,10.03,47.57,0,0,22-abril-22,D2
LN04,2,2022-04-23 4:00:00,100.0 %,73,73,0,9.17,0,50.83,0,0,22-abril-22,D2
LN04,2,2022-04-23 5:00:00,100.0 %,68,67,0,7.62,0,47.42,0,0,22-abril-22,D2
LN01,1,2022-04-23 6:00:00,100.0 %,56,41,0,9.28,0,44.6,0,0,23-abril-22,A1
LN01,1,2022-04-23 7:00:00,51.35 %,19,37,18,31.95,10,18.05,0,0,23-abril-22,A1
LN01,1,2022-04-23 8:00:00,100.0 %,53,45,0,10.22,0,49.78,0,0,23-abril-22,A1
LN01,1,2022-04-23 9:00:00,0.0 %,0,45,45,60,0,0,0,0,23-abril-22,A1
LN01,1,2022-04-23 10:00:00,0.0 %,0,45,45,59.1,0.9,0,0,0,23-abril-22,A1
LN01,1,2022-04-23 11:00:00,0.0 %,0,1,1,0.9,59.1,0,0,0,23-abril-22,A1
LN01,1,2022-04-23 12:00:00,22.22 %,10,45,35,50.3,0,9.7,0,0,23-abril-22,A1
LN01,1,2022-04-23 13:00:00,100.0 %,62,45,0,7.07,0,52.93,0,0,23-abril-22,A1
LN01,1,2022-04-23 14:00:00,100.0 %,46,45,0,12.22,0,47.78,0,0,23-abril-22,A1
LN01,1,2022-04-23 15:00:00,100.0 %,42,38,0,13.7,9.72,36.58,0,0,23-abril-22,A1
LN01,1,2022-04-23 16:00:00,100.0 %,51,44,0,8.05,0.3,51.65,0,0,23-abril-22,A1
LN01,1,2022-04-23 17:00:00,100.0 %,41,34,0,9.57,0,35.45,0,0,23-abril-22,A1
LN02,1,2022-04-23 6:00:00,100.0 %,119,114,0,1.15,0,52.48,0,0,23-abril-22,B1
LN02,1,2022-04-23 7:00:00,100.0 %,113,105,0,0,9.77,50.23,3,0,23-abril-22,B1
LN02,1,2022-04-23 8:00:00,100.0 %,129,125,0,0.88,0,59.12,4,0,23-abril-22,B1
LN02,1,2022-04-23 9:00:00,100.0 %,128,125,0,1.13,0,58.87,2,0,23-abril-22,B1
LN02,1,2022-04-23 10:00:00,95.31 %,61,64,3,4.42,29.2,26.38,2,0,23-abril-22,B1
LN02,1,2022-04-23 11:00:00,100.0 %,130,125,0,0.78,0.15,59.07,1,0,23-abril-22,B1
LN02,1,2022-04-23 12:00:00,46.4 %,58,125,67,34.33,0,25.67,1,0,23-abril-22,B1
LN02,1,2022-04-23 13:00:00,43.2 %,54,125,71,36.4,0,23.6,0,0,23-abril-22,B1
LN02,1,2022-04-23 14:00:00,100.0 %,129,125,0,2.58,0,57.42,0,0,23-abril-22,B1
LN02,1,2022-04-23 15:00:00,100.0 %,108,104,0,4.15,9.93,45.92,1,0,23-abril-22,B1
LN02,1,2022-04-23 16:00:00,98.41 %,124,126,2,2.7,0,57.3,0,0,23-abril-22,B1
LN02,1,2022-04-23 17:00:00,100.0 %,131,125,0,2.57,0,57.43,0,0,23-abril-22,B1
LN02,2,2022-04-23 18:00:00,74.56 %,85,114,29,17.68,0,36.55,0,0,23-abril-22,B2
LN02,2,2022-04-23 19:00:00,51.92 %,54,104,50,25.82,10.02,24.17,0,0,23-abril-22,B2
LN02,2,2022-04-23 20:00:00,100.0 %,133,125,0,0.85,0,59.15,5,0,23-abril-22,B2
LN02,2,2022-04-23 21:00:00,65.6 %,82,125,43,24.43,0,35.57,3,0,23-abril-22,B2
LN02,2,2022-04-23 22:00:00,98.41 %,62,63,1,0.18,30,29.82,1,0,23-abril-22,B2
LN02,2,2022-04-23 23:00:00,100.0 %,67,62,0,0.48,30,29.52,0,0,23-abril-22,B2
LN02,2,2022-04-24 00:00:00,100.0 %,132,125,0,1.25,0,58.75,10,0,23-abril-22,B2
LN02,2,2022-04-24 01:00:00,100.0 %,127,125,0,0.88,0,59.12,6,0,23-abril-22,B2
LN02,2,2022-04-24 02:00:00,100.0 %,106,104,0,1.38,10,48.62,1,0,23-abril-22,B2
LN02,2,2022-04-24 03:00:00,100.0 %,134,125,0,0.03,0,59.97,3,0,23-abril-22,B2
LN02,2,2022-04-24 04:00:00,93.6 %,117,125,8,7.18,0,52.82,1,0,23-abril-22,B2
LN02,2,2022-04-24 05:00:00,68.0 %,85,125,40,22.92,0,37.08,0,0,23-abril-22,B2
LN03,1,2022-04-23 06:00:00,100.0 %,94,83,0,3.53,0,50.47,0,0,23-abril-22,C1
LN03,1,2022-04-23 07:00:00,100.0 %,104,91,0,2.9,0,57.1,0,0,23-abril-22,C1
LN03,1,2022-04-23 08:00:00,100.0 %,88,76,0,2.32,10,47.68,0,0,23-abril-22,C1
LN03,1,2022-04-23 09:00:00,100.0 %,97,91,0,8.43,0,51.57,0,0,23-abril-22,C1
LN03,1,2022-04-23 10:00:00,100.0 %,104,91,0,4.47,0,55.53,0,0,23-abril-22,C1
LN03,1,2022-04-23 11:00:00,100.0 %,97,84,0,1.87,4.97,53.17,0,0,23-abril-22,C1
LN03,1,2022-04-23 12:00:00,100.0 %,47,38,0,2.38,35.03,22.58,0,0,23-abril-22,C1
LN03,1,2022-04-23 13:00:00,100.0 %,91,91,0,8.35,0,51.65,0,0,23-abril-22,C1
LN03,1,2022-04-23 14:00:00,100.0 %,100,91,0,13.05,0,46.95,0,0,23-abril-22,C1
LN03,1,2022-04-23 15:00:00,10.87 %,10,92,82,55.25,0,4.75,0,0,23-abril-22,C1
LN03,1,2022-04-23 16:00:00,26.37 %,24,91,67,55.78,0,4.22,0,0,23-abril-22,C1
LN03,1,2022-04-23 17:00:00,4.55 %,1,22,21,13.98,35.48,0.53,0,0,23-abril-22,C1
LN03,2,2022-04-23 18:00:00,95.45 %,42,44,2,10.93,25.87,17.28,0,0,23-abril-22,C2
LN03,2,2022-04-23 19:00:00,94.68 %,89,94,5,8.5,0,51.5,3,0,23-abril-22,C2
LN03,2,2022-04-23 20:00:00,100.0 %,86,78,0,3.5,10,46.5,3,0,23-abril-22,C2
LN03,2,2022-04-23 21:00:00,100.0 %,98,94,0,8.57,0,51.43,7,0,23-abril-22,C2
LN03,2,2022-04-23 22:00:00,100.0 %,100,94,0,3.95,0,56.05,1,0,23-abril-22,C2
LN03,2,2022-04-23 23:00:00,97.96 %,48,49,1,1.45,28.97,29.58,0,0,23-abril-22,C2
LN03,2,2022-04-24 00:00:00,100.0 %,48,46,0,2.07,30.9,27.03,0,0,23-abril-22,C2
